Feature,Duration,SHAP_value,Normalized_Importance,Sum_Normalized_Importance,Type
Electronic Box Temperature,700,0.09767596,0.44888937243819055,1.0000000000000002,IBS_N
In Board Sensor Temperature,700,0.037367836,0.1717313497754537,1.0000000000000002,IBS_N
time_since_T_high,700,0.047514338,0.21836162518019858,1.0000000000000002,IBS_N
Search Coil Magnetometer Temperature,700,0.012249885,0.05629679186250131,1.0000000000000002,IBS_N
High Gain Antenna elevation,700,0.022786707,0.1047208607436561,1.0000000000000002,IBS_N
Electronic Box Temperature,710,0.09615313,0.5237997488152815,1.0,IBS_N
time_since_T_high,710,0.053659163,0.2923114005861093,1.0,IBS_N
Search Coil Magnetometer Temperature,710,0.013001629,0.0708271275660967,1.0,IBS_N
High Gain Antenna elevation,710,0.02075457,0.11306172303251258,1.0,IBS_N
Electronic Box Temperature,720,0.09399324,0.5161081469730453,1.0,IBS_N
time_since_T_high,720,0.054488815,0.2991930200555601,1.0,IBS_N
Search Coil Magnetometer Temperature,720,0.013529647,0.0742900345000281,1.0,IBS_N
High Gain Antenna elevation,720,0.02010757,0.11040879847136661,1.0,IBS_N
Electronic Box Temperature,730,0.08757878,0.476264582332412,1.0,IBS_N
time_since_T_high,730,0.05819115,0.31645089998048315,1.0,IBS_N
Search Coil Magnetometer Temperature,730,0.012366057,0.06724819610645182,1.0,IBS_N
High Gain Antenna elevation,730,0.025750834,0.14003632158065316,1.0,IBS_N
Radial Distance from Sun,740,0.03973546,0.16670036015251463,1.0000000000000002,IBS_N
Electronic Box Temperature,740,0.08456708,0.3547804075515048,1.0000000000000002,IBS_N
In Board Sensor Temperature,740,0.03684561,0.15457670446092972,1.0000000000000002,IBS_N
time_since_T_high,740,0.04246402,0.17814736327510955,1.0000000000000002,IBS_N
Search Coil Magnetometer Temperature,740,0.010296965,0.043198386881083996,1.0000000000000002,IBS_N
High Gain Antenna elevation,740,0.024455437,0.10259677767885743,1.0000000000000002,IBS_N
Electronic Box Temperature,750,0.09605652,0.4339391584687887,1.0,IBS_N
In Board Sensor Temperature,750,0.040493064,0.18292903090787388,1.0,IBS_N
time_since_T_high,750,0.050881784,0.229860487662375,1.0,IBS_N
Search Coil Magnetometer Temperature,750,0.011575985,0.052294973723255034,1.0,IBS_N
High Gain Antenna elevation,750,0.022352066,0.10097634923770739,1.0,IBS_N
Electronic Box Temperature,760,0.0961098,0.5519835066916065,1.0000000000000002,IBS_N
time_since_T_high,760,0.054847572,0.31500383026580403,1.0000000000000002,IBS_N
High Gain Antenna elevation,760,0.023159787,0.13301266304258966,1.0000000000000002,IBS_N
Electronic Box Temperature,770,0.08872565,0.41678630933637756,1.0,IBS_N
In Board Sensor Temperature,770,0.04193834,0.19700420282403314,1.0,IBS_N
time_since_T_high,770,0.05456257,0.2563061772802764,1.0,IBS_N
High Gain Antenna elevation,770,0.027653873,0.12990331055931287,1.0,IBS_N
Electronic Box Temperature,780,0.09310017,0.4331244991629128,0.9999999999999999,IBS_N
In Board Sensor Temperature,780,0.039989438,0.18604053360543116,0.9999999999999999,IBS_N
time_since_T_high,780,0.051793486,0.24095581870206398,0.9999999999999999,IBS_N
Search Coil Magnetometer Temperature,780,0.010528051,0.04897903856176206,0.9999999999999999,IBS_N
High Gain Antenna elevation,780,0.019538991,0.09090010996782992,0.9999999999999999,IBS_N
Electronic Box Temperature,790,0.09285537,0.42201177179774035,1.0,IBS_N
In Board Sensor Temperature,790,0.037446138,0.17018629126525145,1.0,IBS_N
time_since_T_high,790,0.053912155,0.2450215216738074,1.0,IBS_N
Search Coil Magnetometer Temperature,790,0.012669314,0.05757986477897742,1.0,IBS_N
High Gain Antenna elevation,790,0.023147307,0.10520055048422333,1.0,IBS_N
Electronic Box Temperature,800,0.09485694,0.5335459261264793,1.0000000000000002,IBS_N
time_since_T_high,800,0.05146387,0.28947105168269965,1.0000000000000002,IBS_N
