Feature,Duration,SHAP_value,Type
Out Board Sensor minus In Board Sensor Temp.,600,0.07998781,IBS_N
Heater Dutycycle,600,0.045225576,IBS_N
Search Coil Magnetometer's Temperature,600,0.033306126,IBS_N
Solar Array's Angle,600,0.024865272,IBS_N
High Gain Antenna Azimuth,600,0.25334752,IBS_N
High Gain Antenna Elevation,600,0.08938095,IBS_N
Radial Distance from Sun,610,0.07757552,IBS_N
Electronic Box Temperature,610,0.17396292,IBS_N
Out Board Sensor Temperature,610,0.054812577,IBS_N
In Board Sensor Temperature,610,0.15268938,IBS_N
Out Board Sensor minus In Board Sensor Temp.,610,0.07928729,IBS_N
Heater Dutycycle,610,0.05023282,IBS_N
Search Coil Magnetometer's Temperature,610,0.04116467,IBS_N
Solar Array's Angle,610,0.034897365,IBS_N
High Gain Antenna Azimuth,610,0.240562,IBS_N
High Gain Antenna Elevation,610,0.09481538,IBS_N
Radial Distance from Sun,620,0.070036255,IBS_N
Electronic Box Temperature,620,0.16490582,IBS_N
Out Board Sensor Temperature,620,0.06413912,IBS_N
In Board Sensor Temperature,620,0.15607487,IBS_N
Out Board Sensor minus In Board Sensor Temp.,620,0.073890924,IBS_N
Heater Dutycycle,620,0.05930629,IBS_N
Search Coil Magnetometer's Temperature,620,0.04261598,IBS_N
Solar Array's Angle,620,0.017755255,IBS_N
High Gain Antenna Azimuth,620,0.26344225,IBS_N
High Gain Antenna Elevation,620,0.08783337,IBS_N
Radial Distance from Sun,630,0.07484156,IBS_N
Electronic Box Temperature,630,0.16716875,IBS_N
Out Board Sensor Temperature,630,0.06186555,IBS_N
In Board Sensor Temperature,630,0.17248835,IBS_N
Out Board Sensor minus In Board Sensor Temp.,630,0.08134801,IBS_N
Heater Dutycycle,630,0.03974271,IBS_N
Search Coil Magnetometer's Temperature,630,0.047637057,IBS_N
Solar Array's Angle,630,0.027302392,IBS_N
High Gain Antenna Azimuth,630,0.2384437,IBS_N
High Gain Antenna Elevation,630,0.08916191,IBS_N
Radial Distance from Sun,640,0.089304954,IBS_N
Electronic Box Temperature,640,0.16794087,IBS_N
Out Board Sensor Temperature,640,0.067354925,IBS_N
In Board Sensor Temperature,640,0.17450154,IBS_N
Out Board Sensor minus In Board Sensor Temp.,640,0.07937161,IBS_N
Heater Dutycycle,640,0.05009407,IBS_N
Search Coil Magnetometer's Temperature,640,0.03954434,IBS_N
Solar Array's Angle,640,0.022802446,IBS_N
High Gain Antenna Azimuth,640,0.22730386,IBS_N
High Gain Antenna Elevation,640,0.081781305,IBS_N
Radial Distance from Sun,650,0.084234744,IBS_N
Electronic Box Temperature,650,0.15988316,IBS_N
Out Board Sensor Temperature,650,0.05617847,IBS_N
In Board Sensor Temperature,650,0.17844167,IBS_N
Out Board Sensor minus In Board Sensor Temp.,650,0.07739585,IBS_N
Heater Dutycycle,650,0.04443432,IBS_N
Search Coil Magnetometer's Temperature,650,0.040613748,IBS_N
Solar Array's Angle,650,0.032792404,IBS_N
High Gain Antenna Azimuth,650,0.2342264,IBS_N
High Gain Antenna Elevation,650,0.091799185,IBS_N
Radial Distance from Sun,660,0.06381486,IBS_N
Electronic Box Temperature,660,0.18328549,IBS_N
Out Board Sensor Temperature,660,0.06500402,IBS_N
In Board Sensor Temperature,660,0.17465077,IBS_N
Out Board Sensor minus In Board Sensor Temp.,660,0.084631205,IBS_N
Heater Dutycycle,660,0.0518289,IBS_N
Search Coil Magnetometer's Temperature,660,0.037037537,IBS_N
Solar Array's Angle,660,0.0233771,IBS_N
High Gain Antenna Azimuth,660,0.2381045,IBS_N
High Gain Antenna Elevation,660,0.07826565,IBS_N
Radial Distance from Sun,670,0.0787732,IBS_N
Electronic Box Temperature,670,0.1707089,IBS_N
Out Board Sensor Temperature,670,0.057746325,IBS_N
In Board Sensor Temperature,670,0.17233275,IBS_N
Out Board Sensor minus In Board Sensor Temp.,670,0.07249492,IBS_N
Heater Dutycycle,670,0.05128385,IBS_N
Search Coil Magnetometer's Temperature,670,0.043639924,IBS_N
Solar Array's Angle,670,0.032994293,IBS_N
High Gain Antenna Azimuth,670,0.2523466,IBS_N
High Gain Antenna Elevation,670,0.06767924,IBS_N
Radial Distance from Sun,680,0.083463915,IBS_N
Electronic Box Temperature,680,0.15230575,IBS_N
Out Board Sensor Temperature,680,0.06909518,IBS_N
In Board Sensor Temperature,680,0.16959547,IBS_N
Out Board Sensor minus In Board Sensor Temp.,680,0.07803059,IBS_N
Heater Dutycycle,680,0.05556714,IBS_N
Search Coil Magnetometer's Temperature,680,0.041141987,IBS_N
Solar Array's Angle,680,0.026215177,IBS_N
High Gain Antenna Azimuth,680,0.24004784,IBS_N
High Gain Antenna Elevation,680,0.084536985,IBS_N
Radial Distance from Sun,690,0.07534716,IBS_N
Electronic Box Temperature,690,0.17996515,IBS_N
Out Board Sensor Temperature,690,0.04491242,IBS_N
In Board Sensor Temperature,690,0.17321754,IBS_N
Out Board Sensor minus In Board Sensor Temp.,690,0.07576009,IBS_N
Heater Dutycycle,690,0.06420087,IBS_N
Search Coil Magnetometer's Temperature,690,0.04917774,IBS_N
Solar Array's Angle,690,0.017311307,IBS_N
High Gain Antenna Azimuth,690,0.23812807,IBS_N
High Gain Antenna Elevation,690,0.08197959,IBS_N
Radial Distance from Sun,700,0.079780675,IBS_N
Electronic Box Temperature,700,0.1419753,IBS_N
Out Board Sensor Temperature,700,0.04568338,IBS_N
In Board Sensor Temperature,700,0.18157053,IBS_N
Out Board Sensor minus In Board Sensor Temp.,700,0.07899006,IBS_N
Heater Dutycycle,700,0.059754323,IBS_N
Search Coil Magnetometer's Temperature,700,0.047732666,IBS_N
Solar Array's Angle,700,0.023959303,IBS_N
High Gain Antenna Azimuth,700,0.25012863,IBS_N
High Gain Antenna Elevation,700,0.09042513,IBS_N
Radial Distance from Sun,710,0.08034634,IBS_N
Electronic Box Temperature,710,0.15531467,IBS_N
Out Board Sensor Temperature,710,0.065271124,IBS_N
In Board Sensor Temperature,710,0.1749178,IBS_N
Out Board Sensor minus In Board Sensor Temp.,710,0.07398973,IBS_N
Heater Dutycycle,710,0.050463926,IBS_N
Search Coil Magnetometer's Temperature,710,0.04707379,IBS_N
Solar Array's Angle,710,0.033592824,IBS_N
High Gain Antenna Azimuth,710,0.24275708,IBS_N
High Gain Antenna Elevation,710,0.0762727,IBS_N
Radial Distance from Sun,720,0.07836521,IBS_N
Electronic Box Temperature,720,0.16528443,IBS_N
Out Board Sensor Temperature,720,0.059438076,IBS_N
In Board Sensor Temperature,720,0.17915627,IBS_N
Out Board Sensor minus In Board Sensor Temp.,720,0.07874954,IBS_N
Heater Dutycycle,720,0.06041999,IBS_N
Search Coil Magnetometer's Temperature,720,0.04348909,IBS_N
Solar Array's Angle,720,0.01781666,IBS_N
High Gain Antenna Azimuth,720,0.2430144,IBS_N
High Gain Antenna Elevation,720,0.074266426,IBS_N
Radial Distance from Sun,730,0.070450656,IBS_N
Electronic Box Temperature,730,0.17468889,IBS_N
Out Board Sensor Temperature,730,0.063764654,IBS_N
In Board Sensor Temperature,730,0.18568574,IBS_N
Out Board Sensor minus In Board Sensor Temp.,730,0.0771834,IBS_N
Heater Dutycycle,730,0.05809027,IBS_N
Search Coil Magnetometer's Temperature,730,0.049249075,IBS_N
Solar Array's Angle,730,0.015481836,IBS_N
High Gain Antenna Azimuth,730,0.22794239,IBS_N
High Gain Antenna Elevation,730,0.07746306,IBS_N
Radial Distance from Sun,740,0.062250458,IBS_N
Electronic Box Temperature,740,0.12235015,IBS_N
Out Board Sensor Temperature,740,0.06971918,IBS_N
In Board Sensor Temperature,740,0.18122488,IBS_N
Out Board Sensor minus In Board Sensor Temp.,740,0.08010125,IBS_N
Heater Dutycycle,740,0.06795396,IBS_N
Search Coil Magnetometer's Temperature,740,0.04515825,IBS_N
Solar Array's Angle,740,0.045463603,IBS_N
High Gain Antenna Azimuth,740,0.2436648,IBS_N
High Gain Antenna Elevation,740,0.08211351,IBS_N
Radial Distance from Sun,750,0.06975343,IBS_N
Electronic Box Temperature,750,0.108750135,IBS_N
Out Board Sensor Temperature,750,0.06595325,IBS_N
In Board Sensor Temperature,750,0.17871958,IBS_N
Out Board Sensor minus In Board Sensor Temp.,750,0.085738584,IBS_N
Heater Dutycycle,750,0.05528906,IBS_N
Search Coil Magnetometer's Temperature,750,0.046206754,IBS_N
Solar Array's Angle,750,0.0646998,IBS_N
High Gain Antenna Azimuth,750,0.23987488,IBS_N
High Gain Antenna Elevation,750,0.0850145,IBS_N
Radial Distance from Sun,760,0.07259753,IBS_N
Electronic Box Temperature,760,0.10568206,IBS_N
Out Board Sensor Temperature,760,0.07518637,IBS_N
In Board Sensor Temperature,760,0.16199028,IBS_N
Out Board Sensor minus In Board Sensor Temp.,760,0.07292947,IBS_N
Heater Dutycycle,760,0.07122599,IBS_N
Search Coil Magnetometer's Temperature,760,0.04979135,IBS_N
Solar Array's Angle,760,0.06140003,IBS_N
High Gain Antenna Azimuth,760,0.24923377,IBS_N
High Gain Antenna Elevation,760,0.07996304,IBS_N
Radial Distance from Sun,770,0.057919715,IBS_N
Electronic Box Temperature,770,0.11146477,IBS_N
Out Board Sensor Temperature,770,0.075214885,IBS_N
In Board Sensor Temperature,770,0.16229269,IBS_N
Out Board Sensor minus In Board Sensor Temp.,770,0.08965869,IBS_N
Heater Dutycycle,770,0.049013283,IBS_N
Search Coil Magnetometer's Temperature,770,0.04796113,IBS_N
Solar Array's Angle,770,0.07937496,IBS_N
High Gain Antenna Azimuth,770,0.25331947,IBS_N
High Gain Antenna Elevation,770,0.07378043,IBS_N
Radial Distance from Sun,780,0.062435225,IBS_N
Electronic Box Temperature,780,0.08371984,IBS_N
Out Board Sensor Temperature,780,0.058030605,IBS_N
In Board Sensor Temperature,780,0.1581299,IBS_N
Out Board Sensor minus In Board Sensor Temp.,780,0.10265612,IBS_N
Heater Dutycycle,780,0.07525064,IBS_N
Search Coil Magnetometer's Temperature,780,0.053629734,IBS_N
Solar Array's Angle,780,0.084508464,IBS_N
High Gain Antenna Azimuth,780,0.24783899,IBS_N
High Gain Antenna Elevation,780,0.07380047,IBS_N
Radial Distance from Sun,790,0.06300337,IBS_N
Electronic Box Temperature,790,0.074377924,IBS_N
Out Board Sensor Temperature,790,0.07193565,IBS_N
In Board Sensor Temperature,790,0.1463736,IBS_N
Out Board Sensor minus In Board Sensor Temp.,790,0.08746728,IBS_N
Heater Dutycycle,790,0.07983422,IBS_N
Search Coil Magnetometer's Temperature,790,0.055293698,IBS_N
Solar Array's Angle,790,0.08868581,IBS_N
High Gain Antenna Azimuth,790,0.24989663,IBS_N
High Gain Antenna Elevation,790,0.08313178,IBS_N
Radial Distance from Sun,800,0.07004141,IBS_N
Electronic Box Temperature,800,0.07166189,IBS_N
Out Board Sensor Temperature,800,0.07177455,IBS_N
In Board Sensor Temperature,800,0.15351063,IBS_N
Out Board Sensor minus In Board Sensor Temp.,800,0.093241155,IBS_N
Heater Dutycycle,800,0.078830704,IBS_N
Search Coil Magnetometer's Temperature,800,0.051874686,IBS_N
Solar Array's Angle,800,0.0766801,IBS_N
High Gain Antenna Azimuth,800,0.24922264,IBS_N
High Gain Antenna Elevation,800,0.08316223,IBS_N
Radial Distance from Sun,810,0.067967504,IBS_N
Electronic Box Temperature,810,0.083571844,IBS_N
Out Board Sensor Temperature,810,0.07880717,IBS_N
In Board Sensor Temperature,810,0.15630844,IBS_N
Out Board Sensor minus In Board Sensor Temp.,810,0.09759148,IBS_N
Heater Dutycycle,810,0.08265218,IBS_N
Search Coil Magnetometer's Temperature,810,0.045570888,IBS_N
Solar Array's Angle,810,0.066024184,IBS_N
High Gain Antenna Azimuth,810,0.23967072,IBS_N
High Gain Antenna Elevation,810,0.08183555,IBS_N
Radial Distance from Sun,820,0.0687318,IBS_N
Electronic Box Temperature,820,0.080504365,IBS_N
Out Board Sensor Temperature,820,0.07152542,IBS_N
In Board Sensor Temperature,820,0.15473017,IBS_N
Out Board Sensor minus In Board Sensor Temp.,820,0.09424444,IBS_N
Heater Dutycycle,820,0.08640164,IBS_N
Search Coil Magnetometer's Temperature,820,0.04556494,IBS_N
Solar Array's Angle,820,0.0654296,IBS_N
High Gain Antenna Azimuth,820,0.24596271,IBS_N
High Gain Antenna Elevation,820,0.08690493,IBS_N
Radial Distance from Sun,830,0.07381661,IBS_N
Electronic Box Temperature,830,0.10838221,IBS_N
Out Board Sensor Temperature,830,0.073499344,IBS_N
In Board Sensor Temperature,830,0.15225092,IBS_N
Out Board Sensor minus In Board Sensor Temp.,830,0.08962527,IBS_N
Heater Dutycycle,830,0.08957233,IBS_N
Search Coil Magnetometer's Temperature,830,0.058398344,IBS_N
Solar Array's Angle,830,0.0408516,IBS_N
High Gain Antenna Azimuth,830,0.24209143,IBS_N
High Gain Antenna Elevation,830,0.07151191,IBS_N
Radial Distance from Sun,840,0.07236163,IBS_N
Electronic Box Temperature,840,0.0959149,IBS_N
Out Board Sensor Temperature,840,0.08418832,IBS_N
In Board Sensor Temperature,840,0.16057168,IBS_N
Out Board Sensor minus In Board Sensor Temp.,840,0.08012095,IBS_N
Heater Dutycycle,840,0.07469679,IBS_N
Search Coil Magnetometer's Temperature,840,0.056658186,IBS_N
Solar Array's Angle,840,0.066705845,IBS_N
High Gain Antenna Azimuth,840,0.24090607,IBS_N
High Gain Antenna Elevation,840,0.06787564,IBS_N
Radial Distance from Sun,850,0.07044088,IBS_N
Electronic Box Temperature,850,0.10046465,IBS_N
Out Board Sensor Temperature,850,0.08080098,IBS_N
In Board Sensor Temperature,850,0.15966353,IBS_N
Out Board Sensor minus In Board Sensor Temp.,850,0.078124896,IBS_N
Heater Dutycycle,850,0.08542397,IBS_N
Search Coil Magnetometer's Temperature,850,0.059270907,IBS_N
Solar Array's Angle,850,0.06191781,IBS_N
High Gain Antenna Azimuth,850,0.23039046,IBS_N
High Gain Antenna Elevation,850,0.07350193,IBS_N
Radial Distance from Sun,860,0.07230485,IBS_N
Electronic Box Temperature,860,0.08977853,IBS_N
Out Board Sensor Temperature,860,0.086658366,IBS_N
In Board Sensor Temperature,860,0.16111176,IBS_N
Out Board Sensor minus In Board Sensor Temp.,860,0.08434347,IBS_N
Heater Dutycycle,860,0.07877468,IBS_N
Search Coil Magnetometer's Temperature,860,0.051172104,IBS_N
Solar Array's Angle,860,0.0790213,IBS_N
High Gain Antenna Azimuth,860,0.21996774,IBS_N
High Gain Antenna Elevation,860,0.0768673,IBS_N
Radial Distance from Sun,870,0.06299385,IBS_N
Electronic Box Temperature,870,0.09053592,IBS_N
Out Board Sensor Temperature,870,0.092720516,IBS_N
In Board Sensor Temperature,870,0.16532366,IBS_N
Out Board Sensor minus In Board Sensor Temp.,870,0.08246112,IBS_N
Heater Dutycycle,870,0.07643321,IBS_N
Search Coil Magnetometer's Temperature,870,0.04729676,IBS_N
Solar Array's Angle,870,0.07671353,IBS_N
High Gain Antenna Azimuth,870,0.22452806,IBS_N
High Gain Antenna Elevation,870,0.08099337,IBS_N
Radial Distance from Sun,880,0.07114173,IBS_N
Electronic Box Temperature,880,0.08660599,IBS_N
Out Board Sensor Temperature,880,0.08689223,IBS_N
In Board Sensor Temperature,880,0.15916145,IBS_N
Out Board Sensor minus In Board Sensor Temp.,880,0.08478988,IBS_N
Heater Dutycycle,880,0.07151818,IBS_N
Search Coil Magnetometer's Temperature,880,0.049003243,IBS_N
Solar Array's Angle,880,0.079421535,IBS_N
High Gain Antenna Azimuth,880,0.23286673,IBS_N
High Gain Antenna Elevation,880,0.07859907,IBS_N
Radial Distance from Sun,20,0.11866394,IBS_R
Electronic Box Temperature,20,0.09800454,IBS_R
Out Board Sensor Temperature,20,0.05000243,IBS_R
In Board Sensor Temperature,20,0.064184524,IBS_R
Out Board Sensor minus In Board Sensor Temp.,20,0.18639039,IBS_R
Heater Dutycycle,20,0.15814169,IBS_R
Search Coil Magnetometer's Temperature,20,0.081102446,IBS_R
Solar Array's Angle,20,0.021249782,IBS_R
High Gain Antenna Azimuth,20,0.16719052,IBS_R
High Gain Antenna Elevation,20,0.055069756,IBS_R
Radial Distance from Sun,30,0.16992925,IBS_R
Electronic Box Temperature,30,0.114550196,IBS_R
Out Board Sensor Temperature,30,0.049594525,IBS_R
In Board Sensor Temperature,30,0.0642867,IBS_R
Out Board Sensor minus In Board Sensor Temp.,30,0.14344834,IBS_R
Heater Dutycycle,30,0.12540254,IBS_R
Search Coil Magnetometer's Temperature,30,0.10485394,IBS_R
Solar Array's Angle,30,0.02727041,IBS_R
High Gain Antenna Azimuth,30,0.14919092,IBS_R
High Gain Antenna Elevation,30,0.051473152,IBS_R
Radial Distance from Sun,40,0.18147129,IBS_R
Electronic Box Temperature,40,0.19983713,IBS_R
Out Board Sensor Temperature,40,0.056798592,IBS_R
In Board Sensor Temperature,40,0.08235467,IBS_R
Out Board Sensor minus In Board Sensor Temp.,40,0.096183866,IBS_R
Heater Dutycycle,40,0.07931763,IBS_R
Search Coil Magnetometer's Temperature,40,0.09751853,IBS_R
Solar Array's Angle,40,0.004208884,IBS_R
High Gain Antenna Azimuth,40,0.13746682,IBS_R
High Gain Antenna Elevation,40,0.06484259,IBS_R
Radial Distance from Sun,50,0.17542404,IBS_R
Electronic Box Temperature,50,0.2433617,IBS_R
Out Board Sensor Temperature,50,0.058037672,IBS_R
In Board Sensor Temperature,50,0.07834389,IBS_R
Out Board Sensor minus In Board Sensor Temp.,50,0.086062066,IBS_R
Heater Dutycycle,50,0.06491739,IBS_R
Search Coil Magnetometer's Temperature,50,0.08875572,IBS_R
Solar Array's Angle,50,0.030975452,IBS_R
High Gain Antenna Azimuth,50,0.11045604,IBS_R
High Gain Antenna Elevation,50,0.06366599,IBS_R
Radial Distance from Sun,60,0.21593821,IBS_R
Electronic Box Temperature,60,0.25781828,IBS_R
Out Board Sensor Temperature,60,0.07714795,IBS_R
In Board Sensor Temperature,60,0.07802972,IBS_R
Out Board Sensor minus In Board Sensor Temp.,60,0.059088465,IBS_R
Heater Dutycycle,60,0.043873098,IBS_R
Search Coil Magnetometer's Temperature,60,0.059534002,IBS_R
Solar Array's Angle,60,0.06766891,IBS_R
High Gain Antenna Azimuth,60,0.096568815,IBS_R
High Gain Antenna Elevation,60,0.044332653,IBS_R
Radial Distance from Sun,70,0.18728557,IBS_R
Electronic Box Temperature,70,0.2925057,IBS_R
Out Board Sensor Temperature,70,0.09565599,IBS_R
In Board Sensor Temperature,70,0.0819042,IBS_R
Out Board Sensor minus In Board Sensor Temp.,70,0.059307583,IBS_R
Heater Dutycycle,70,0.03932899,IBS_R
Search Coil Magnetometer's Temperature,70,0.057433203,IBS_R
Solar Array's Angle,70,0.062409595,IBS_R
High Gain Antenna Azimuth,70,0.0869165,IBS_R
High Gain Antenna Elevation,70,0.03725271,IBS_R
Radial Distance from Sun,80,0.18472917,IBS_R
Electronic Box Temperature,80,0.29276004,IBS_R
Out Board Sensor Temperature,80,0.09003212,IBS_R
In Board Sensor Temperature,80,0.10282751,IBS_R
Out Board Sensor minus In Board Sensor Temp.,80,0.048536338,IBS_R
Heater Dutycycle,80,0.03208884,IBS_R
Search Coil Magnetometer's Temperature,80,0.05620363,IBS_R
Solar Array's Angle,80,0.06460066,IBS_R
High Gain Antenna Azimuth,80,0.07622221,IBS_R
High Gain Antenna Elevation,80,0.051999442,IBS_R
Radial Distance from Sun,90,0.16342506,IBS_R
Electronic Box Temperature,90,0.29376686,IBS_R
Out Board Sensor Temperature,90,0.094231345,IBS_R
In Board Sensor Temperature,90,0.10340311,IBS_R
Out Board Sensor minus In Board Sensor Temp.,90,0.050328944,IBS_R
Heater Dutycycle,90,0.030334108,IBS_R
Search Coil Magnetometer's Temperature,90,0.057944916,IBS_R
Solar Array's Angle,90,0.076024584,IBS_R
High Gain Antenna Azimuth,90,0.0647024,IBS_R
High Gain Antenna Elevation,90,0.06583869,IBS_R
Radial Distance from Sun,100,0.15256011,IBS_R
Electronic Box Temperature,100,0.30536264,IBS_R
Out Board Sensor Temperature,100,0.08906757,IBS_R
In Board Sensor Temperature,100,0.107085004,IBS_R
Out Board Sensor minus In Board Sensor Temp.,100,0.05528714,IBS_R
Heater Dutycycle,100,0.035237573,IBS_R
Search Coil Magnetometer's Temperature,100,0.058172982,IBS_R
Solar Array's Angle,100,0.07295599,IBS_R
High Gain Antenna Azimuth,100,0.06683512,IBS_R
High Gain Antenna Elevation,100,0.05743594,IBS_R
Radial Distance from Sun,110,0.15921684,IBS_R
Electronic Box Temperature,110,0.2952107,IBS_R
Out Board Sensor Temperature,110,0.09368206,IBS_R
In Board Sensor Temperature,110,0.105893254,IBS_R
Out Board Sensor minus In Board Sensor Temp.,110,0.050220877,IBS_R
Heater Dutycycle,110,0.02473859,IBS_R
Search Coil Magnetometer's Temperature,110,0.06684141,IBS_R
Solar Array's Angle,110,0.07094931,IBS_R
High Gain Antenna Azimuth,110,0.069049515,IBS_R
High Gain Antenna Elevation,110,0.06419744,IBS_R
Radial Distance from Sun,120,0.1454078,IBS_R
Electronic Box Temperature,120,0.3033171,IBS_R
Out Board Sensor Temperature,120,0.095681965,IBS_R
In Board Sensor Temperature,120,0.10779102,IBS_R
Out Board Sensor minus In Board Sensor Temp.,120,0.060581345,IBS_R
Heater Dutycycle,120,0.031037226,IBS_R
Search Coil Magnetometer's Temperature,120,0.067884676,IBS_R
Solar Array's Angle,120,0.05507569,IBS_R
High Gain Antenna Azimuth,120,0.06957414,IBS_R
High Gain Antenna Elevation,120,0.06364895,IBS_R
Radial Distance from Sun,130,0.13429004,IBS_R
Electronic Box Temperature,130,0.3017844,IBS_R
Out Board Sensor Temperature,130,0.0926365,IBS_R
In Board Sensor Temperature,130,0.11106308,IBS_R
